"Publish Date","Creation Date","Title","Status","Label Color","Label Name","Project Types","Project Owner","Description","Tags","Marketing Campaign","Link"
"06/10/2025","02/10/2025","Veteran Family Summit 2026 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7453660"
"06/10/2025","06/10/2025","Veteran Family Summit 2026 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7466546"
"06/10/2025","03/06/2025","Veteran Family Summit: Registration launch","Placeholder","FF0000","ONLY PUBLISH THIS","Social Campaign","Tactical Squad","","Lived Experience, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7171789"
"06/10/2025","03/06/2025","Veteran Family Summit: Registration launch","Placeholder","FF0000","ONLY PUBLISH THIS","Mailchimp","Tactical Squad","","Lived Experience, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7171763"
"04/10/2025","02/10/2025","Atlas Navigator ","Not Started","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7452310"
"03/10/2025","15/09/2025","PTSD webinar - V/VF - Reminder","Not Started","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7401873"
"03/10/2025","14/08/2025","CIMVHR post ","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad - Backup","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7327355"
"02/10/2025","01/10/2025","Atlas Navigator - Issue 16 - October 2025 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7448676"
"02/10/2025","01/10/2025","Atlas Navigator - Issue 16 - October 2025 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7449267"
"02/10/2025","18/09/2025","TW/X only — PTSD webinar post-event tweet","Not Started","21FF00","PUBLISH ANYTHING","Social post","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7411251"
"02/10/2025","22/05/2025","Demystifying PTSD Webinar 2 — Non-prescribing professionals","Not Started","21FF00","PUBLISH ANYTHING","Event","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7146697"
"02/10/2025","03/07/2025","Atlas Navigator","Placeholder","FFAA00","MMC","Newsletter","Tactical Squad","","MMC, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7237188"
"01/10/2025","27/08/2025","RFP reminder","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad - Backup","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7357234"
"30/09/2025","10/07/2025","National Day for Truth & Reconciliation","Placeholder","FF0000","ONLY PUBLISH THIS","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7251089"
"29/09/2025","23/09/2025","Research Compass - September 2025 - English","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7422751"
"29/09/2025","23/09/2025","Research Compass - September 2025 - French","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7422750"
"29/09/2025","10/09/2025","Research compass - TBD","Not Started","FF0000","ONLY PUBLISH THIS","Mailchimp","Tactical Squad - Backup","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7390960"
"28/09/2025","10/07/2025","Police & Peace Officers National Memorial Day","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7251082"
"27/09/2025","23/09/2025","Sleep study promo","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad - Backup","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7422553"
"26/09/2025","12/09/2025","Blog + Digital Stories - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7396488"
"26/09/2025","12/09/2025","Blog + Digital Stories — FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7396489"
"26/09/2025","24/09/2025","Peer support webinar recording","Not Started","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad - Backup","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7426470"
"26/09/2025","25/08/2025","Blog + podcast email","Placeholder","21FF00","PUBLISH ANYTHING","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7352761"
"26/09/2025","26/09/2025","Atlas Navigator - Issue 15 - September 2025 - EN (copy 01)","Not Started","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7433552"
"25/09/2025","15/09/2025","PTSD Webinar Series - Non-prescribers reminder","Not Started","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7401864"
"24/09/2025","16/09/2025","Neurofeedback social post","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad - Backup","","Lori-Anne","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7404538"
"23/09/2025","19/09/2025","Police & Peace Officer Memorial","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","4-star spot","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7413334"
"22/09/2025","18/09/2025","Share: Sandra Perron","Not Started","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7411010"
"20/09/2025","06/06/2025","Army Run Post","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad - Backup","","Lori-Anne, Partnerships & Stakeholder Relations","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7179640"
"19/09/2025","18/09/2025","HR awards","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7410929"
"19/09/2025","06/06/2025","(copy) Army Run Post","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad - Backup","","Lori-Anne, Partnerships & Stakeholder Relations","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7179646"
"19/09/2025","10/07/2025","Military Family Appreciation Day - social","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7251078"
"18/09/2025","06/06/2025","Army Run Post","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad - Backup","","Lori-Anne, Partnerships & Stakeholder Relations","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7179644"
"18/09/2025","22/05/2025","Demystifying PTSD Webinar 1 — Prescribers","Not Started","21FF00","PUBLISH ANYTHING","Event","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7146695"
"17/09/2025","28/05/2025","Peer support webinar","Not Started","21FF00","PUBLISH ANYTHING","Event","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7159741"
"17/09/2025","16/09/2025","Unmet health needs RCMP focus  — EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7404754"
"17/09/2025","16/09/2025","Unmet needs RCMP focus — FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7404755"
"17/09/2025","05/09/2025","Unmet health needs study email","Not Started","FF0000","ONLY PUBLISH THIS","Mailchimp","Tactical Squad - Backup","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7379834"
"17/09/2025","05/09/2025","Unmet health needs study promo","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad - Backup","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7379807"
"16/09/2025","27/08/2025","RFP reminder","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad - Backup","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7357233"
"15/09/2025","15/09/2025","PTSD Webinar Reminder - Prescribers","Not Started","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7401863"
"15/09/2025","15/08/2025","ECHO for life post","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad - Backup","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7329965"
"12/09/2025","08/09/2025","Blog social","Placeholder","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7385087"
"11/09/2025","09/09/2025","PE training 2026 save the date — FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7387769"
"11/09/2025","09/09/2025","PE training 2026 save the date — EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7387768"
"11/09/2025","10/09/2025","Research training program launch — FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7390417"
"11/09/2025","10/09/2025","Research training program 2025 launch  — EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7390418"
"11/09/2025","11/08/2025","Save the date — PE training","Not Started","FF0000","ONLY PUBLISH THIS","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7319920"
"10/09/2025","10/07/2025","Suicide Prevention Day","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","Social post ","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7250993"
"10/09/2025","11/08/2025","Suicide Prevention Day","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","Video post ","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7319457"
"09/09/2025","08/09/2025","Last call peer support guidelines webinar — FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7385715"
"09/09/2025","08/09/2025","Last call peer support guidelines webinar  — EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7385716"
"09/09/2025","10/06/2025","Peer support guidelines webinar email","Not Started","FF0000","ONLY PUBLISH THIS","Mailchimp","Tactical Squad - Backup","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7187458"
"09/09/2025","10/06/2025","Peer support guidelines webinar promo","Not Started","FF0000","ONLY PUBLISH THIS","Social Campaign","Tactical Squad - Backup","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7187451"
"09/09/2025","09/09/2025","EMDR Training Registration Open — EN (copy 02)","Not Started","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7388161"
"09/09/2025","27/08/2025","EBT CoP Announcement","Not Started","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7357760"
"09/09/2025","16/09/2025","EBT4VaF CoP — EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7404930"
"09/09/2025","08/09/2025","EBT4VaF CoP — FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7384881"
"09/09/2025","08/09/2025","EBT4VaF CoP — EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7384882"
"05/09/2025","05/09/2025","CIMVHR Reception 2025 RSVP reminder - Tier3 October 13 deadline - BIL","Not Started","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7379392"
"05/09/2025","16/09/2025","CIMVHR Reception 2025 RSVP reminder - Tier 2 October 6 deadline - BIL","Not Started","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7404931"
"05/09/2025","05/09/2025","CIMVHR Reception 2025 RSVP reminder - Tier 2 October 6 deadline - BIL","Not Started","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7379393"
"05/09/2025","05/09/2025","CIMVHR Reception 2025 RSVP reminder - Tier 1 Sept 24 deadline - BIL","Not Started","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7379394"
"05/09/2025","05/09/2025","CIMVHR Reception 2025 RSVP Acknowledgement - NO - BIL","Not Started","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7379308"
"05/09/2025","05/09/2025","CIMVHR Reception 2025 RSVP Acknowledgement - YES - BIL","Not Started","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7379309"
"04/09/2025","03/09/2025","Atlas Navigator - Issue 15 - September 2025 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7372927"
"04/09/2025","04/09/2025","Atlas Navigator - Issue 15 - September 2025 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7375508"
"04/09/2025","17/07/2025","PE webpage Live","Not Started","21FF00","PUBLISH ANYTHING","Event","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7266403"
"04/09/2025","05/06/2025","Atlas Navigator","Placeholder","FFAA00","MMC","Newsletter","Tactical Squad","","MMC, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7176939"
"04/09/2025","29/08/2025","Atlas Navigator","Placeholder","FFAA00","MMC","Newsletter","Tactical Squad","","MMC, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7361867"
